"gene","best_annot","dummy_name","GO"
"LOC113981956","ACR","ACR_ah_3","GO:0007338;GO:0007340;GO:0048545;GO:0007341;GO:0007190;GO:0002077;GO:0007339"
"LOC114000680","ACR","ACR_ah_14","GO:0007338;GO:0007340;GO:0048545;GO:0007341;GO:0007190;GO:0002077;GO:0007339"
"LOC113982191","ACR","ACR_ah_16","GO:0007338;GO:0007340;GO:0048545;GO:0007341;GO:0007190;GO:0002077;GO:0007339"
"LOC113982196","ACR","ACR_ah_17","GO:0007338;GO:0007340;GO:0048545;GO:0007341;GO:0007190;GO:0002077;GO:0007339"
"LOC113987936","ACR","ACR_ah_2","GO:0007338;GO:0007340;GO:0048545;GO:0007341;GO:0007190;GO:0002077;GO:0007339"
"LOC114000676","ACR","ACR_ah_15","GO:0007338;GO:0007340;GO:0048545;GO:0007341;GO:0007190;GO:0002077;GO:0007339"
"ACRBP","ACRBP","ACRBP","GO:0009566;GO:0001675;GO:0007286;GO:0008150"
"ACSBG1","ACSBG1","ACSBG1","GO:0035338;GO:0051384;GO:0042759;GO:0000038;GO:0001676;GO:0042552"
"ACSBG2","ACSBG2","ACSBG2","GO:0030154;GO:0006631;GO:0042759;GO:0007283;GO:0007275;GO:0035338"
"ACSF2","ACSF2","ACSF2","GO:0006637;GO:0006631"
"ACSF3","ACSF3","ACSF3","GO:0090410;GO:0035338;GO:0006633;GO:0006631"
"ACSL1","ACSL1","ACSL1","GO:0001676;GO:0034201;GO:0000038;GO:0042493;GO:0035338;GO:0120162;GO:0044539;GO:0042178;GO:0036109;GO:0033211;GO:0071902;GO:0008610;GO:0007584;GO:0010747;GO:0043651;GO:0019432;GO:0019216;GO:0014070;GO:0015908"
"ACSL3","ACSL3","ACSL3","GO:0035336;GO:0001676;GO:0051047;GO:0030182;GO:0034379;GO:0014070;GO:2001247;GO:0006633;GO:0007420;GO:0042998;GO:0007584;GO:0044539;GO:0035338"
"ACSL4","ACSL4","ACSL4","GO:0001676;GO:0015908;GO:0006629;GO:0007584;GO:0019432;GO:0032024;GO:0035336;GO:0060136;GO:0030182;GO:0035338;GO:0070672;GO:0060996"
"ACSL5","ACSL5","ACSL5","GO:0001676;GO:0035338;GO:0010747;GO:0008610"
"ACSL6","ACSL6","ACSL6","GO:0001676;GO:0006637;GO:0000038;GO:0035338;GO:0008610"
"LOC113990682","ACSM3","ACSM3_ah_2","GO:0001676;GO:0008217;GO:0006637;GO:0042632;GO:0006633"
"LOC113990680","ACSM3","ACSM3_ah_1","GO:0001676;GO:0008217;GO:0006637;GO:0042632;GO:0006633"
"LOC113990684","ACSM4","ACSM4","GO:0006633;GO:0001676;GO:0006637"
"ACSS1","ACSS1","ACSS1","GO:0019427;GO:0006085;GO:0019413;GO:0006069;GO:0019542"
"LOC113987460","ACSS1","ACSS1_pp_1","GO:0019427;GO:0006085;GO:0019413;GO:0006069;GO:0019542"
"ACSS2","ACSS2","ACSS2","GO:0006069;GO:0019427;GO:0008610;GO:0019413;GO:0019542"
"ACSS3","ACSS3","ACSS3","GO:0046951"
"ACTA1","ACTA1","ACTA1","GO:0030240;GO:0030049;GO:0009612;GO:0043503;GO:0010628;GO:0010226;GO:0048741;GO:0090131;GO:0009991;GO:0048545;GO:0006936;GO:0071417"
"ACTA2","ACTA2","ACTA2","GO:0006936;GO:0014829;GO:0010628;GO:0008217;GO:0009615;GO:0090131;GO:0045893;GO:0072144"
"ACTB","ACTB","ACTB","GO:0001738;GO:0035633;GO:0034329;GO:0001895;GO:1903076;GO:0051623;GO:0070527;GO:0016579;GO:0072749;GO:0061024;GO:0000079;GO:0071896;GO:0022898;GO:0032091;GO:0048870;GO:0051621;GO:0034333;GO:0150111;GO:0098974;GO:0007163;GO:0043044;GO:0045176;GO:0021762;GO:0045815;GO:0007409;GO:0048013;GO:0038096"
"ACTC1","ACTC1","ACTC1","GO:0007015;GO:0042493;GO:0060047;GO:0045471;GO:0031032;GO:0030240;GO:0090131;GO:0055008;GO:0060048;GO:0033275;GO:0055003;GO:0030048;GO:0030049;GO:0010628"
"LOC113983228","ACTG1","ACTG1_pp_1","GO:0001738;GO:0001895;GO:0001525;GO:0051492;GO:1902396;GO:0035633;GO:0061024;GO:0098974;GO:0150111;GO:0038096;GO:0120192;GO:0051893;GO:0030335;GO:0010628;GO:0034329;GO:0048013;GO:0070527;GO:0090303"
"ACTG1","ACTG1","ACTG1","GO:0001738;GO:0001895;GO:0001525;GO:0051492;GO:1902396;GO:0035633;GO:0061024;GO:0098974;GO:0150111;GO:0038096;GO:0120192;GO:0051893;GO:0030335;GO:0010628;GO:0034329;GO:0048013;GO:0070527;GO:0090303"
"ACTG2","ACTG2","ACTG2","GO:0090131;GO:0006936;GO:0010628"
"ACTL6A","ACTL6A","ACTL6A","GO:0043044;GO:0043968;GO:0016579;GO:0021510;GO:0007399;GO:0006338;GO:0043967;GO:0003407;GO:0045893;GO:0040008;GO:0006357;GO:0001825;GO:0006281;GO:0006310;GO:0007165"
"ACTL6B","ACTL6B","ACTL6B","GO:0006357;GO:0043967;GO:0006338;GO:0007399;GO:0043044;GO:0045893;GO:0006325;GO:0021510;GO:0042551;GO:0016358;GO:0007010"
"LOC114002201","ACTL7A","ACTL7A","GO:0007010"
"ACTN2","ACTN2","ACTN2","GO:0007155;GO:0042391;GO:0043267;GO:0000165;GO:0030035;GO:1901018;GO:0030049;GO:0002576;GO:0043268;GO:0055013;GO:0086097;GO:1901017;GO:0045214;GO:2000310;GO:0051695;GO:0042981;GO:0045893;GO:2001137;GO:0072659;GO:2001259;GO:2000009;GO:0048041"
"LOC113996864","ACTN4","ACTN4_ah_1","GO:1903506;GO:1900025;GO:0015031;GO:0051272;GO:1901224;GO:0048384;GO:0042981;GO:0033209;GO:0045893;GO:0030050;GO:0001666;GO:0032417;GO:0030335;GO:0002576;GO:0035357"
"ACTN1","ACTN4","ACTN4_ah_3","GO:1903506;GO:1900025;GO:0015031;GO:0051272;GO:1901224;GO:0048384;GO:0042981;GO:0033209;GO:0045893;GO:0030050;GO:0001666;GO:0032417;GO:0030335;GO:0002576;GO:0035357"
"LOC113984054","ACTN4","ACTN4_ah_2","GO:1903506;GO:1900025;GO:0015031;GO:0051272;GO:1901224;GO:0048384;GO:0042981;GO:0033209;GO:0045893;GO:0030050;GO:0001666;GO:0032417;GO:0030335;GO:0002576;GO:0035357"
"ACTR10","ACTR10","ACTR10","GO:0043312;GO:0098958;GO:0019886;GO:0007018;GO:0006888"
"ACTR1A","ACTR1A","ACTR1A","GO:0010389;GO:0000086;GO:0006888;GO:0019886;GO:0007283;GO:0016192;GO:0097711"
"ACTR2","ACTR2","ACTR2","GO:0051653;GO:0034314;GO:0061003;GO:0060271;GO:0045944;GO:1905168;GO:0038096;GO:0033206;GO:0061024;GO:0071346;GO:0016344;GO:0035902;GO:0045471;GO:2001032;GO:0008306;GO:0007163;GO:0008356;GO:0035984;GO:0016482;GO:0048013;GO:0010592;GO:0043312"
"ACTR3","ACTR3","ACTR3","GO:0033206;GO:0045944;GO:0070358;GO:0008356;GO:0071346;GO:0038096;GO:0034314;GO:0048013;GO:0051653;GO:0016344;GO:0060271;GO:0061024;GO:0010592;GO:0007163"
"ACTR3B","ACTR3","ACTR3_pp_1","GO:0033206;GO:0045944;GO:0070358;GO:0008356;GO:0071346;GO:0038096;GO:0034314;GO:0048013;GO:0051653;GO:0016344;GO:0060271;GO:0061024;GO:0010592;GO:0007163"
"ACTR5","ACTR5","ACTR5","GO:0006355;GO:0006302;GO:0006310;GO:0043044;GO:0016579;GO:0070914"
"ACTR6","ACTR6","ACTR6","GO:0043486"
"ACTR8","ACTR8","ACTR8","GO:0016579;GO:0006310;GO:0006302;GO:0043044;GO:0051301;GO:0007049;GO:0006355"
"ACVR1","ACVR1","ACVR1","GO:0001702;GO:0006468;GO:0030509;GO:0003181;GO:0000082;GO:0001707;GO:0003274;GO:0030278;GO:0030501;GO:0032924;GO:0003203;GO:0060389;GO:0045893;GO:0003289;GO:0045669;GO:0009953;GO:0060037;GO:0003183;GO:0051145;GO:0001569;GO:0001701;GO:0050731;GO:0001755;GO:0007507;GO:0045944;GO:0003143;GO:0002526;GO:0018107;GO:1905007;GO:0060923;GO:0071363;GO:0060412;GO:2000017;GO:0007179;GO:0030335;GO:0061445;GO:0061312;GO:0071773;GO:0010862;GO:0032926;GO:0001525;GO:0007368;GO:0007281;GO:0009968;GO:2001237;GO:0003148"
"ACVR1B","ACVR1B","ACVR1B","GO:0006355;GO:0032924;GO:0010629;GO:0006468;GO:0001942;GO:0001701;GO:0071363;GO:0038092;GO:0007165;GO:0007417;GO:0046545;GO:0000082;GO:0045944;GO:0045648;GO:0007399;GO:0007178;GO:0097191;GO:0046777;GO:0032927;GO:1901165;GO:0010862;GO:0030308;GO:0018107"
"ACVR1C","ACVR1C","ACVR1C","GO:0009749;GO:0019915;GO:0071363;GO:0001834;GO:0043280;GO:0043065;GO:0006468;GO:0002021;GO:0030262;GO:0038092;GO:0007399;GO:0030154;GO:0032868;GO:1901383;GO:0032924;GO:0046676;GO:1901164"
"ACVR2A","ACVR2A","ACVR2A","GO:0060011;GO:0050999;GO:0045669;GO:0045944;GO:0071773;GO:0006468;GO:0048706;GO:0001702;GO:0007368;GO:0032924;GO:0001934;GO:0007283;GO:0007178;GO:0007498;GO:0071363;GO:0030509;GO:0032927;GO:0009952;GO:0010862;GO:0042713;GO:0045648;GO:0043084;GO:0030501"
"ACVR2B","ACVR2B","ACVR2B","GO:0032927;GO:0030509;GO:0061298;GO:0001946;GO:0032924;GO:0060841;GO:0071363;GO:0000122;GO:0001974;GO:0006468;GO:0007165;GO:0060840;GO:0006355;GO:0120163;GO:0045669;GO:0060836;GO:0007178;GO:0009952;GO:0030501"
"ACVRL1","ACVRL1","ACVRL1","GO:0010629;GO:0030336;GO:0001936;GO:0060836;GO:0007507;GO:0071560;GO:0006468;GO:0009953;GO:0071773;GO:0001955;GO:0043537;GO:0045893;GO:0003203;GO:0045944;GO:0051895;GO:0001974;GO:0043535;GO:0035313;GO:0060841;GO:0008015;GO:0030308;GO:0008285;GO:0001525;GO:0001946;GO:0002043;GO:0071363;GO:0010862;GO:0006275;GO:0006355;GO:0007162;GO:0030509;GO:0032332;GO:0090500;GO:0032924;GO:0007179;GO:0010596;GO:2000279;GO:0060840;GO:0030513;GO:0061298;GO:0008217;GO:0007165;GO:0035912;GO:0061154"
"LOC113991360","ACY1","ACY1","GO:0006520;GO:0006805"
"ACYP1","ACYP1","ACYP1","GO:0006796"
"ACYP2","ACYP2","ACYP2","GO:0006796"
"LOC113994313","ADA","ADA_pp_1","GO:0046061;GO:0070244;GO:0048541;GO:0032261;GO:0046103;GO:0050728;GO:0070256;GO:0060169;GO:0002906;GO:0006157;GO:0046111;GO:0006154;GO:0010460;GO:0046638;GO:0050850;GO:0043278;GO:0002636;GO:0002314;GO:0042110;GO:0009168;GO:0046059;GO:0007155;GO:0048566;GO:0007568;GO:0001829;GO:0002686;GO:0042542;GO:0042493;GO:0060407;GO:0043101;GO:0001666;GO:0030890;GO:0042323;GO:0033632;GO:0033197;GO:0043103;GO:0001890;GO:0045987;GO:0001889;GO:0033089;GO:0048286;GO:0050862;GO:0001821"
"ADA","ADA","ADA","GO:0046061;GO:0070244;GO:0048541;GO:0032261;GO:0046103;GO:0050728;GO:0070256;GO:0060169;GO:0002906;GO:0006157;GO:0046111;GO:0006154;GO:0010460;GO:0046638;GO:0050850;GO:0043278;GO:0002636;GO:0002314;GO:0042110;GO:0009168;GO:0046059;GO:0007155;GO:0048566;GO:0007568;GO:0001829;GO:0002686;GO:0042542;GO:0042493;GO:0060407;GO:0043101;GO:0001666;GO:0030890;GO:0042323;GO:0033632;GO:0033197;GO:0043103;GO:0001890;GO:0045987;GO:0001889;GO:0033089;GO:0048286;GO:0050862;GO:0001821"
"ADA2","ADA2","ADA2","GO:0007275;GO:0007165;GO:0044267;GO:0043312;GO:0046103;GO:0006154"
"ADAD1","ADAD1","ADAD1","GO:0006396;GO:0007275;GO:0006382;GO:0007286"
"ADAL","ADAL","ADAL","GO:0046103;GO:0017144;GO:0043101;GO:0006154;GO:0009117"
"ADAM10","ADAM10","ADAM10","GO:0034205;GO:1901342;GO:0010629;GO:0008593;GO:0030307;GO:0006509;GO:0042987;GO:0034612;GO:0043065;GO:0035333;GO:0046931;GO:0007283;GO:0061001;GO:0042117;GO:0016485;GO:0043687;GO:0044267;GO:1901998;GO:0030335;GO:0006468;GO:0034332;GO:0051089;GO:0099173;GO:0008284;GO:0022617;GO:0007267;GO:0098696;GO:0007162;GO:0007219;GO:0007229;GO:0090102;GO:0043312;GO:0010820;GO:0097327;GO:0071157;GO:0001701;GO:0043066"
"ADAM11","ADAM11","ADAM11","GO:0006508;GO:0007229"
"ADAM12","ADAM12","ADAM12","GO:0045766;GO:0006508;GO:0007520;GO:0007155;GO:0030198"
"ADAM15","ADAM15","ADAM15","GO:0042246;GO:0045087;GO:0030336;GO:1990910;GO:1904628;GO:0030198;GO:0008584;GO:0030574;GO:0006915;GO:0006508;GO:0060317;GO:0030308;GO:0007229;GO:0022617;GO:0007160;GO:1900121;GO:0001525;GO:0001953;GO:0002418"
"ADAM17","ADAM17","ADAM17","GO:0030512;GO:0031293;GO:0030335;GO:0033025;GO:0007155;GO:0030511;GO:0032722;GO:0006509;GO:0007219;GO:0002690;GO:0016485;GO:0008284;GO:0032496;GO:1900087;GO:0007173;GO:0030307;GO:0002467;GO:0051272;GO:0043536;GO:0030183;GO:0006508;GO:0048536;GO:0048870;GO:0120163;GO:0002446;GO:0001934;GO:0010820;GO:1905564;GO:0045737;GO:0007220;GO:0042987;GO:1903265;GO:0071403;GO:0045741;GO:0050830;GO:0035624;GO:0042493;GO:0035313;GO:0033627;GO:0001666;GO:0033209;GO:0033077"
"ADAM19","ADAM19","ADAM19","GO:0030198;GO:0016485;GO:2000049;GO:0006509;GO:0001890;GO:0042987;GO:0010628"
"LOC114003006","ADAM20","ADAM20","GO:0006508;GO:0007339;GO:0007338;GO:0008584"
"ADAM22","ADAM22","ADAM22","GO:0007417;GO:0022011;GO:0006508;GO:0007162;GO:0008344;GO:0007155;GO:0099645"
"ADAM23","ADAM23","ADAM23","GO:0007417;GO:1990830;GO:0006508;GO:0007155"
"ADAM28","ADAM28","ADAM28","GO:0007283;GO:0006508"
"LOC113999916","ADAM33","ADAM33","GO:0006508"
"ADAM8","ADAM8","ADAM8","GO:0002523;GO:0050714;GO:0051092;GO:0006954;GO:0098609;GO:0051044;GO:0051897;GO:2000391;GO:2000415;GO:0070245;GO:2000309;GO:0001525;GO:0045785;GO:0006508;GO:0033089;GO:0048247;GO:0002693;GO:0022407;GO:0002675;GO:0045089;GO:0043524;GO:2000418;GO:0043312;GO:0010954;GO:0022617;GO:0071456;GO:0045780;GO:0043406;GO:0000902"
"ADAM9","ADAM9","ADAM9","GO:0016477;GO:0010042;GO:0007179;GO:0042542;GO:0006509;GO:0031293;GO:0034241;GO:0033631;GO:0051549;GO:0000186;GO:0007160;GO:0033627;GO:0033630;GO:0051384;GO:0034612;GO:0051044;GO:0050714;GO:0051592;GO:0030216;GO:0071222;GO:0007155;GO:0030335;GO:0042117;GO:0007229"
"LOC113990733","ADAM9","ADAM9_pp_1","GO:0016477;GO:0010042;GO:0007179;GO:0042542;GO:0006509;GO:0031293;GO:0034241;GO:0033631;GO:0051549;GO:0000186;GO:0007160;GO:0033627;GO:0033630;GO:0051384;GO:0034612;GO:0051044;GO:0050714;GO:0051592;GO:0030216;GO:0071222;GO:0007155;GO:0030335;GO:0042117;GO:0007229"
"ADAMTS1","ADAMTS1","ADAMTS1","GO:0030198;GO:0001822;GO:0060347;GO:1904754;GO:0001542;GO:0006508;GO:1900087;GO:1904707;GO:0007229;GO:0008285;GO:0016525"
"ADAMTS10","ADAMTS10","ADAMTS10","GO:0006508;GO:0030198;GO:0008150"
"ADAMTS12","ADAMTS12","ADAMTS12","GO:0030198;GO:1902548;GO:0032331;GO:0071356;GO:1902203;GO:0050727;GO:0071347;GO:2001113;GO:1901509;GO:0051603;GO:0030167;GO:0007160;GO:0071773;GO:0016477"
"ADAMTS13","ADAMTS13","ADAMTS13","GO:0030168;GO:0071222;GO:0014075;GO:0009100;GO:0071346;GO:0016485;GO:0035864;GO:0071353;GO:0007160;GO:0071356;GO:0009636;GO:0007229;GO:0043171;GO:0006508;GO:0030198"
"ADAMTS14","ADAMTS14","ADAMTS14","GO:0030199;GO:0030574;GO:0006508;GO:0030198"
"ADAMTS15","ADAMTS15","ADAMTS15","GO:0006508;GO:0030198"
"ADAMTS17","ADAMTS17","ADAMTS17","GO:0030198;GO:0006508"
"ADAMTS18","ADAMTS18","ADAMTS18","GO:0030198;GO:0090331;GO:0006508;GO:0001654"
"ADAMTS19","ADAMTS19","ADAMTS19","GO:0006508;GO:0030198"
"ADAMTS2","ADAMTS2","ADAMTS2","GO:0030199;GO:0007283;GO:0030198;GO:0043588;GO:0030324;GO:0016485;GO:0030574"
"ADAMTS20","ADAMTS20","ADAMTS20","GO:0043066;GO:0006508;GO:0045636;GO:0030198;GO:0009967"
"ADAMTS3","ADAMTS3","ADAMTS3","GO:0097435;GO:0030198;GO:0030574;GO:0016485;GO:0032964;GO:0030199;GO:0001701;GO:1900748;GO:0010573"
"ADAMTS5","ADAMTS5","ADAMTS5","GO:0022617;GO:0044691;GO:0042742;GO:0120163;GO:0006508;GO:0030198"
"ADAMTS6","ADAMTS6","ADAMTS6","GO:0030198;GO:0060976;GO:0035904;GO:0006508;GO:0003279;GO:0001822"
"ADAMTS7","ADAMTS7","ADAMTS7","GO:0071773;GO:0030198;GO:0071356;GO:0032331;GO:0071347;GO:0051603"
"ADAMTS8","ADAMTS8","ADAMTS8","GO:0008285;GO:0035435;GO:0006508;GO:0030198"
"ADAMTS9","ADAMTS9","ADAMTS9","GO:0035909;GO:0030198;GO:0007275;GO:0010596;GO:1903671;GO:0003179;GO:0090673;GO:0006516;GO:0015031;GO:0003229;GO:0006508;GO:0016192"
"ADAMTSL1","ADAMTSL1","ADAMTSL1","GO:0006508;GO:0030198"
"ADAMTSL2","ADAMTSL2","ADAMTSL2","GO:0030198;GO:0006508;GO:0030512"
"LOC113998180","ADAMTSL2","ADAMTSL2_pp_1","GO:0030198;GO:0006508;GO:0030512"
"ADAMTSL3","ADAMTSL3","ADAMTSL3","GO:0030198;GO:0006508"
"ADAMTSL5","ADAMTSL5","ADAMTSL5","GO:0030198;GO:0006508"
"ADAP1","ADAP1","ADAP1","GO:0043547;GO:0007166;GO:0043087"
"LOC113984900","ADAP1","ADAP1_pp_1","GO:0043547;GO:0007166;GO:0043087"
"ADAP2","ADAP2","ADAP2","GO:0043547;GO:0048017;GO:0007507"
"ADAR","ADAR","ADAR","GO:0031054;GO:0001649;GO:0030218;GO:0006382;GO:0044387;GO:0060337;GO:0002566;GO:0061484;GO:0006396;GO:1900369;GO:0016553;GO:0098586;GO:0009615;GO:0006397;GO:0043066;GO:0045070;GO:0035455;GO:0002244;GO:0051607;GO:0060216;GO:0035280;GO:0060339;GO:0045087"
"ADARB1","ADARB1","ADARB1","GO:0006382;GO:0051607;GO:0021965;GO:0007274;GO:0097049;GO:0060415;GO:0060384;GO:0006396;GO:0061744;GO:0008285;GO:0044387;GO:0051726;GO:0016553;GO:0021610;GO:0045087;GO:0050884;GO:0021618;GO:0045070;GO:0006397;GO:0030336;GO:0035264"
"ADARB2","ADARB2","ADARB2","GO:0006396;GO:0006397;GO:0006382"
"LOC113990542","ADARB2","ADARB2_pp_1","GO:0006396;GO:0006397;GO:0006382"
"ADAT1","ADAT1","ADAT1","GO:0008033"
"ADAT2","ADAT2","ADAT2","GO:0002100;GO:0006400"
"ADCK1","ADCK1","ADCK1","GO:0007005;GO:0010637;GO:1903852;GO:0055088;GO:0006468"
"ADCK2","ADCK2","ADCK2","GO:0006468"
"ADCY1","ADCY1","ADCY1","GO:0006171;GO:0042752;GO:0010226;GO:0007623;GO:0032793;GO:0007189;GO:0007420;GO:0007409;GO:0007616;GO:2000300;GO:0071377;GO:0042493;GO:1900273;GO:0007193;GO:0071277;GO:1904322;GO:0003091;GO:0007186;GO:0034199;GO:0007190;GO:0019933;GO:0150076"
"ADCY2","ADCY2","ADCY2","GO:0019933;GO:0007188;GO:0007189;GO:0071377;GO:0006171;GO:0034199;GO:1904322;GO:0007190;GO:0007193;GO:0003091;GO:0007186"
"LOC113983744","ADCY3","ADCY3_ah_1","GO:0008355;GO:0071377;GO:1904322;GO:0006171;GO:0003091;GO:0007186;GO:0030317;GO:0007189;GO:0007608;GO:0007340;GO:0007190;GO:0007338;GO:0034199;GO:0007193;GO:0007165"
"LOC113999236","ADCY3","ADCY3_ah_2","GO:0008355;GO:0071377;GO:1904322;GO:0006171;GO:0003091;GO:0007186;GO:0030317;GO:0007189;GO:0007608;GO:0007340;GO:0007190;GO:0007338;GO:0034199;GO:0007193;GO:0007165"
"ADCY5","ADCY5","ADCY5","GO:1904322;GO:0007195;GO:0034199;GO:0007189;GO:0061178;GO:0007186;GO:0006171;GO:0007190;GO:0007191;GO:0007193;GO:0003091;GO:0007626;GO:0050885;GO:0007204;GO:0071377;GO:0001973"
"LOC113984696","ADCY5","ADCY5_pp_1","GO:1904322;GO:0007195;GO:0034199;GO:0007189;GO:0061178;GO:0007186;GO:0006171;GO:0007190;GO:0007191;GO:0007193;GO:0003091;GO:0007626;GO:0050885;GO:0007204;GO:0071377;GO:0001973"
"ADCY6","ADCY6","ADCY6","GO:0007189;GO:0071870;GO:0006171;GO:0007190;GO:0007193;GO:0007212;GO:0071380;GO:0007186;GO:0097746;GO:1904322;GO:0034199;GO:0003091;GO:0071377;GO:0035811;GO:0010977;GO:1904117"
"ADCY7","ADCY7","ADCY7","GO:0006171;GO:0034199;GO:0060135;GO:0002819;GO:0071285;GO:0071377;GO:0007189;GO:0003091;GO:0007186;GO:0071361;GO:1900016;GO:0007190;GO:0007193"
"ADCY8","ADCY8","ADCY8","GO:0038003;GO:0007613;GO:0035774;GO:0010255;GO:0071377;GO:0007189;GO:0071333;GO:0007626;GO:0007611;GO:0003091;GO:0034199;GO:1900273;GO:0150076;GO:0031915;GO:0007165;GO:0007186;GO:0007193;GO:0071315;GO:0006171;GO:0051260;GO:0080135;GO:0051480;GO:0042593;GO:0007616;GO:1904322;GO:0051259;GO:1900454;GO:0007190;GO:0032793;GO:0007204;GO:0071277"
"ADCY9","ADCY9","ADCY9","GO:0007193;GO:0007189;GO:0003091;GO:0006171;GO:0034199;GO:0001701;GO:0071880;GO:0007190;GO:0007165;GO:0007186;GO:0071377"
"ADCYAP1","ADCYAP1","ADCYAP1","GO:0032880;GO:0002865;GO:0051968;GO:0045944;GO:0043950;GO:0090274;GO:0007218;GO:0043547;GO:0001821;GO:0070374;GO:0034260;GO:0071385;GO:0060078;GO:0031175;GO:0060124;GO:0001541;GO:0046034;GO:0001662;GO:0042594;GO:0060253;GO:0008284;GO:0071651;GO:0045860;GO:0030073;GO:0120162;GO:0007190;GO:0007565;GO:0007189;GO:0070445;GO:0045471;GO:0010656;GO:0019933;GO:0007267;GO:0043267;GO:0002878;GO:0010976;GO:0007186;GO:0021983;GO:0019233;GO:0008277;GO:0007204;GO:0032755"
"LOC113996140","ADCYAP1R1","ADCYAP1R1","GO:0007188;GO:0007275;GO:0007283;GO:0030154;GO:0007166;GO:0007186"
"ADD1","ADD1","ADD1","GO:0032092;GO:0051017;GO:0071277;GO:0006884;GO:0035264;GO:0051016;GO:0030218;GO:1903393;GO:0048873;GO:0000902;GO:1903142;GO:0020027;GO:0036498;GO:0055085;GO:0001701;GO:0030036"
"ADD2","ADD2","ADD2","GO:0032092;GO:0055085;GO:0030036;GO:0051017;GO:0065003;GO:0030097;GO:0050901;GO:0050900;GO:0051016;GO:0007416"
"ADD3","ADD3","ADD3","GO:0051016;GO:0055085"
"ADGB","ADGB","ADGB","GO:0006508"
"LOC113982579","ADGRA1","ADGRA1","GO:0007165;GO:0007166;GO:0007186"
"ADGRA2","ADGRA2","ADGRA2","GO:0045765;GO:0090263;GO:0007186;GO:0007417;GO:0090210;GO:0010595;GO:0016055;GO:1900747;GO:0050920;GO:0002040;GO:0043542;GO:0007166"
"ADGRA3","ADGRA3","ADGRA3","GO:0007186;GO:0007166"
"ADGRB1","ADGRB1","ADGRB1","GO:0008285;GO:0007409;GO:0007517;GO:0007189;GO:0010596;GO:0043652;GO:0006910;GO:0007155;GO:0007422;GO:1901741;GO:0016525;GO:0007186;GO:0051965;GO:0043277;GO:0050829;GO:0048167;GO:0031397;GO:0007165;GO:0045087;GO:0042177;GO:0007166;GO:1903428"
"ADGRB2","ADGRB2","ADGRB2","GO:0007422;GO:0033173;GO:0007186;GO:0007166;GO:0016525;GO:0007189"
"ADGRB3","ADGRB3","ADGRB3","GO:0061743;GO:0048814;GO:0007166;GO:0051965;GO:0007520;GO:0007186;GO:0043547;GO:0007189;GO:0016322;GO:0099558;GO:0016525"
"ADGRD1","ADGRD1","ADGRD1","GO:0007189;GO:0007166;GO:0007186"
"ADGRD2","ADGRD2","ADGRD2","GO:0007186;GO:0007166;GO:0007189"
"ADGRF4","ADGRF4","ADGRF4","GO:0007166;GO:0007186"
"ADGRF5","ADGRF5","ADGRF5","GO:0003094;GO:0061626;GO:0042593;GO:0048821;GO:0045444;GO:0006112;GO:0007166;GO:0007186;GO:0071073;GO:0043129;GO:0043031"
"LOC113994699","ADGRG1","ADGRG1","GO:0007420;GO:0007266;GO:0007186;GO:0045785;GO:0016477;GO:0021819;GO:0021801;GO:0070528;GO:0061484;GO:0007267;GO:2001223;GO:0007189;GO:0007155;GO:2000179;GO:0010573;GO:0021796;GO:0072520;GO:0007166;GO:0008285;GO:0001525;GO:0035025"
"ADGRG2","ADGRG2","ADGRG2","GO:0007166;GO:0007189;GO:0007186;GO:0007283"
"ADGRG3","ADGRG3","ADGRG3","GO:1901223;GO:0007189;GO:0007186;GO:0030334;GO:0032792;GO:0043312;GO:0030183;GO:0007166"
"LOC113988692","ADGRG4","ADGRG4_pp_1","GO:0007166;GO:0007189;GO:0007186"
"ADGRG4","ADGRG4","ADGRG4","GO:0007166;GO:0007189;GO:0007186"
"ADGRG6","ADGRG6","ADGRG6","GO:0022011;GO:0014037;GO:0019933;GO:0007166;GO:0060347;GO:0007189;GO:0007186;GO:0042552"
"ADGRG7","ADGRG7","ADGRG7","GO:0007189;GO:0007186;GO:0007166"
"LOC113990137","ADGRL1","ADGRL1","GO:0007186;GO:0007157;GO:0007166;GO:0090129;GO:0007189;GO:0035584"
"ADGRL2","ADGRL2","ADGRL2","GO:0050808;GO:0007166;GO:0007189;GO:0007420;GO:0051965;GO:0007186;GO:0009617"
"ADGRL3","ADGRL3","ADGRL3","GO:0007420;GO:0001764;GO:0098742;GO:0007166;GO:0007416;GO:0007189;GO:0007186"
"ADGRL4","ADGRL4","ADGRL4","GO:0065003;GO:0007186;GO:0007189;GO:0007166"
"ADGRV1","ADGRV1","ADGRV1","GO:0007605;GO:0007186;GO:0050953;GO:0048496;GO:0045184;GO:0031647;GO:0045494;GO:0030501;GO:0060122;GO:0050910;GO:0097264;GO:0007166;GO:0071277;GO:0048839;GO:0007399;GO:0050877;GO:0090037;GO:0010739;GO:0007194;GO:0098609;GO:0007601"
"LOC113996821","ADH1C","ADH1C","GO:0006069;GO:0042572;GO:0042573"
"LOC113996819","ADH1L","ADH1L","unknown"
"LOC113996830","ADH4","ADH4","GO:0001523;GO:1901661;GO:0006081;GO:0010430;GO:0042572;GO:0006066;GO:0046164;GO:0006069;GO:0046294"
"LOC113996820","ADH6","ADH6","GO:0006069;GO:0045471;GO:0042573;GO:0042572"
