"pfil_name","best_annot","dummy_name","GO"
"EGFR","EGFR","EGFR","GO:0005515;GO:0005886;GO:0045296;GO:0045746;GO:0045121;GO:0048408;GO:0045202;GO:0004713;GO:0004709;GO:0042743;GO:0042802;GO:0033674;GO:0032930;GO:0032991;GO:0035690;GO:0000139;GO:0042059;GO:0033138;GO:0042060;GO:0042177;GO:0043066;GO:0031625;GO:0030665;GO:0034614;GO:0000165;GO:0031901;GO:0001503;GO:0031965;GO:0045737;GO:0042327;GO:0001934;GO:0043006;GO:0038083;GO:0003690;GO:0008284;GO:0042698;GO:1905208;GO:0006412;GO:0001942;GO:0001618;GO:0033590;GO:0043586;GO:0005006;GO:0007169;GO:0003682;GO:0033594;GO:0006970;GO:0000186;GO:0007275;GO:0007165;GO:0030235;GO:0010750;GO:0005768;GO:0038128;GO:0014066;GO:0019900;GO:0046328;GO:0048661;GO:0051117;GO:0006357;GO:0007202;GO:2000145;GO:0050679;GO:0045893;GO:0007611;GO:0007173;GO:0009986;GO:0045740;GO:0043406;GO:0005178;GO:0045739;GO:0043235;GO:0016101;GO:0019903;GO:0007166;GO:0051015;GO:0005925;GO:0045944;GO:0050730;GO:0051592;GO:0046777;GO:0004714;GO:0019899;GO:0016020;GO:0048812;GO:1903800;GO:0098609;GO:1901185;GO:0005887;GO:0030324;GO:0005615;GO:0005789;GO:0005634;GO:0010008;GO:0030154;GO:0007623;GO:0007494;GO:0030054;GO:0018108;GO:0010960;GO:0030335;GO:0045930;GO:0005737;GO:0016323;GO:0016324;GO:0030139;GO:0050999;GO:0030307;GO:0019901;GO:0051205;GO:0051897;GO:0048143;GO:0005516;GO:0009925;GO:0050729;GO:0005524;GO:1900087;GO:0097421;GO:0004888;GO:1903078;GO:0097489;GO:0045780;GO:1901224;GO:0070435;GO:1902722;GO:0045907;GO:0071276;GO:1900020;GO:0071549;GO:0070372;GO:0071364;GO:0071392;GO:0071260;GO:0048471;GO:0070141;GO:0090263;GO:0070374;GO:0061024;GO:0051968;GO:0046718"
"EGLN1","EGLN1","EGLN1","GO:0071731;GO:0031543;GO:0005515;GO:0008198;GO:0001666;GO:0045765;GO:0018401;GO:0005737;GO:0031545;GO:0061418;GO:0005829;GO:0051344;GO:0071456;GO:0031418;GO:0043433;GO:0032364;GO:0005634;GO:0019899;GO:0016706"
"LOC113988100","EGLN1","EGLN1_pp_1","GO:0071731;GO:0031543;GO:0005515;GO:0008198;GO:0001666;GO:0045765;GO:0018401;GO:0005737;GO:0031545;GO:0061418;GO:0005829;GO:0051344;GO:0071456;GO:0031418;GO:0043433;GO:0032364;GO:0005634;GO:0019899;GO:0016706"
"EGLN3","EGLN3","EGLN3","GO:0008198;GO:0005515;GO:0005829;GO:0006974;GO:0031418;GO:0031543;GO:0042127;GO:0006919;GO:0018401;GO:0005737;GO:0043523;GO:0031545;GO:0006915;GO:0071456;GO:0005634;GO:0005654;GO:0001666;GO:0061418;GO:0018126;GO:0016706"
"EGR1","EGR1","EGR1","GO:0045944;GO:0043565;GO:0071504;GO:0090090;GO:0001666;GO:0005737;GO:2000182;GO:0005634;GO:0005515;GO:0005654;GO:0044729;GO:0072110;GO:0045893;GO:0070498;GO:0010628;GO:0006357;GO:1990837;GO:0008270;GO:1902949;GO:0032731;GO:0000977;GO:0010385;GO:0030509;GO:0061418;GO:0060086;GO:0098759;GO:0071506;GO:1901216;GO:0032722;GO:0045475;GO:0032868;GO:0002931;GO:0042981;GO:0060337;GO:1902895;GO:0044849;GO:1990841;GO:0032922;GO:0033233;GO:0071480;GO:0035035;GO:0030217;GO:0003700;GO:0009749;GO:0001228;GO:0046886;GO:0072303;GO:0035914;GO:0000785;GO:0000981;GO:0003677;GO:0000978;GO:0000976;GO:0000122"
"EGR2","EGR2","EGR2","GO:0021612;GO:0005515;GO:0021665;GO:0007611;GO:0000978;GO:0000785;GO:0045444;GO:0000981;GO:0071310;GO:0031625;GO:0031643;GO:0032868;GO:0035914;GO:0005634;GO:0021666;GO:0006357;GO:0007622;GO:0071837;GO:0008045;GO:0014037;GO:0005654;GO:0043565;GO:0021660;GO:0014040;GO:0006611;GO:0000976;GO:0030278;GO:0003700;GO:0010467;GO:0007420;GO:0007422;GO:0001228;GO:0045944;GO:0016925;GO:0035284;GO:0042552;GO:0005737;GO:0003682;GO:0001102;GO:0046872;GO:0021659;GO:0048168;GO:0043231;GO:0045893;GO:1990837;GO:0061665"
"EGR3","EGR3","EGR3","GO:0000785;GO:0003700;GO:0007274;GO:0046872;GO:0000981;GO:0044344;GO:0007422;GO:0045944;GO:0045586;GO:0033089;GO:0001938;GO:0005634;GO:0006357;GO:0035767;GO:0045202;GO:0000978;GO:0002042;GO:0001228;GO:1990837;GO:0035924;GO:0043066;GO:0007623;GO:0007517"
"EGR4","EGR4","EGR4","GO:0000785;GO:0003700;GO:0000978;GO:0000981;GO:0001228;GO:0005634;GO:0005515;GO:0008284;GO:0046872;GO:1990837;GO:0045944;GO:0006357;GO:0043565"
"EHBP1","EHBP1","EHBP1","GO:0031941;GO:0005829;GO:0030036;GO:0005768;GO:0005815;GO:0005886;GO:0005654;GO:0015031;GO:0006897"
"LOC113994022","EHD2","EHD2","GO:0005737;GO:0005524;GO:0005829;GO:0030139;GO:0055038;GO:2001137;GO:0010008;GO:0005634;GO:0005525;GO:0005515;GO:0005886;GO:0005509;GO:0007596;GO:0016197;GO:0072659;GO:0032456;GO:0060271;GO:0043231;GO:1901741;GO:0015630;GO:0019904;GO:0003676;GO:0048471;GO:0005901;GO:0006897;GO:0042802;GO:0097320;GO:0016787;GO:0005769;GO:0019898;GO:0030866;GO:0070062;GO:0045171"
"EHD3","EHD3","EHD3","GO:0005515;GO:0005509;GO:0001881;GO:0034498;GO:1901387;GO:0005925;GO:0032456;GO:0005524;GO:0048471;GO:0060271;GO:0005525;GO:0007596;GO:0005737;GO:0003676;GO:0006897;GO:0051260;GO:0015031;GO:0055038;GO:0090160;GO:0016197;GO:0043231;GO:1903779;GO:0005769;GO:0005829;GO:0072659;GO:1903358;GO:0055117;GO:0005634;GO:0086036;GO:0030139;GO:0005886;GO:0020018;GO:0010008"
"EHD4","EHD4","EHD4","GO:0043231;GO:0005634;GO:0070062;GO:0005515;GO:0016020;GO:0005886;GO:0071363;GO:0016197;GO:0072659;GO:0005509;GO:0032456;GO:0005737;GO:0003676;GO:0006897;GO:0006907;GO:0055038;GO:0060271;GO:0030139;GO:0031901;GO:0005525;GO:0005783;GO:0048471;GO:0005769;GO:0005524;GO:0050731;GO:0051260;GO:0030100;GO:0045296"
"EHF","EHF","EHF","GO:0030154;GO:0001228;GO:0003700;GO:0000785;GO:0005634;GO:0000978;GO:0003677;GO:0000981;GO:0006366;GO:0030855;GO:0005654;GO:0006357;GO:0007275;GO:0045893;GO:0045944;GO:0050673;GO:0005794"
"EHHADH","EHHADH","EHHADH","GO:0005515;GO:0005782;GO:0016508;GO:0006635;GO:0016863;GO:0005777;GO:0006625;GO:0005829;GO:0019899;GO:0016509;GO:0003857;GO:0004165;GO:0004300;GO:0033540"
"EHMT1","EHMT1","EHMT1","GO:0002039;GO:0005654;GO:0070734;GO:0045892;GO:0005515;GO:0016604;GO:0016279;GO:0005634;GO:0018027;GO:0046976;GO:0006306;GO:0005694;GO:0045995;GO:0120162;GO:0070742;GO:1901796;GO:0046974;GO:0051567;GO:0001226;GO:0008270;GO:0060992;GO:0070317;GO:0018024;GO:0000122;GO:0018026;GO:0016571;GO:0006325;GO:0008168"
"EI24","EI24","EI24","GO:0016021;GO:0061676;GO:0005789;GO:0005515;GO:0030308;GO:0005783;GO:0006915;GO:0005829;GO:0005794;GO:0016020;GO:0031965;GO:0016236"
"EIF1B","EIF1","EIF1_pp_1","GO:0003723;GO:0006446;GO:0006413;GO:0003743;GO:0005515;GO:0016282;GO:0008135;GO:0005737;GO:0005634;GO:0043024"
"EIF1","EIF1","EIF1","GO:0003723;GO:0006446;GO:0006413;GO:0003743;GO:0005515;GO:0016282;GO:0008135;GO:0005737;GO:0005634;GO:0043024"
"LOC113996508","EIF1AX","EIF1AX","GO:0003743;GO:0005515;GO:0005829;GO:0003723;GO:0006413;GO:0008135"
"EIF2A","EIF2A","EIF2A","GO:0003729;GO:0003743;GO:0006417;GO:0043022;GO:0005850;GO:0006413;GO:0009967;GO:0005615;GO:0005737;GO:0045296;GO:0000049;GO:0005515;GO:0032933;GO:0072562;GO:0006468;GO:0042255;GO:1990928;GO:0022627"
"EIF2AK1","EIF2AK1","EIF2AK1","GO:0004694;GO:0010998;GO:0005515;GO:0008285;GO:0010999;GO:0030225;GO:1990641;GO:0006909;GO:0055072;GO:0106310;GO:0140467;GO:0046501;GO:0046986;GO:0004672;GO:0046777;GO:0002526;GO:0045993;GO:0005524;GO:0140468;GO:0042803;GO:0020037;GO:0106311;GO:0005737"
"EIF2AK2","EIF2AK2","EIF2AK2","GO:0005515;GO:0016020;GO:0018108;GO:0005634;GO:0042802;GO:0035455;GO:0017148;GO:1900225;GO:1901224;GO:0051607;GO:0005829;GO:0003725;GO:0003723;GO:1902036;GO:0032722;GO:0000186;GO:0019888;GO:0005840;GO:0004694;GO:0106310;GO:0004672;GO:0045071;GO:0008285;GO:0004715;GO:1902033;GO:0004674;GO:0046777;GO:0048471;GO:0045087;GO:0043666;GO:0032874;GO:0034198;GO:0033689;GO:0051092;GO:0005737;GO:0030683;GO:0106311;GO:0009615;GO:0010998;GO:0001819;GO:1901532;GO:0005524;GO:0006468"
"EIF2AK3","EIF2AK3","EIF2AK3","GO:0030282;GO:0048471;GO:0010628;GO:0030968;GO:0048009;GO:0032057;GO:0034198;GO:0016020;GO:1902235;GO:0019722;GO:0036492;GO:0034976;GO:0060734;GO:0070417;GO:0030176;GO:0001503;GO:0004674;GO:0051879;GO:0106310;GO:0005524;GO:0106311;GO:0005515;GO:0045943;GO:0004694;GO:0006919;GO:0031642;GO:1990737;GO:0042802;GO:0005783;GO:0005789;GO:1900182;GO:0017148;GO:0005737;GO:0004672;GO:0042149;GO:0031018;GO:0006983;GO:0005829;GO:0019899;GO:0006468;GO:0036499;GO:0046777;GO:0018105;GO:0001525;GO:0007029;GO:0001501;GO:0010998;GO:0002063;GO:0019903;GO:0010575"
"EIF2AK4","EIF2AK4","EIF2AK4","GO:0005829;GO:0006468;GO:0002286;GO:0034198;GO:0032792;GO:0004674;GO:0007050;GO:0022626;GO:0019081;GO:0071264;GO:0004694;GO:0034644;GO:0002821;GO:0006446;GO:0000077;GO:0010998;GO:0002250;GO:0044828;GO:0007616;GO:0032057;GO:0007612;GO:0002230;GO:0045665;GO:0051607;GO:0036492;GO:0000049;GO:0060259;GO:1990253;GO:0005524;GO:0004672;GO:0106311;GO:0045947;GO:0005844;GO:0070417;GO:0046777;GO:0039520;GO:1990138;GO:0140469;GO:0106310;GO:1900273"
"EIF2B1","EIF2B1","EIF2B1","GO:0009408;GO:0005515;GO:0005085;GO:0005829;GO:0009749;GO:0006413;GO:0005737;GO:0005851;GO:0016020;GO:0014003;GO:0050852;GO:0042802;GO:0006446;GO:0043434;GO:0003743;GO:0005886;GO:0050790"
"EIF2B2","EIF2B2","EIF2B2","GO:0009408;GO:0050852;GO:0005851;GO:0005515;GO:0005829;GO:0007417;GO:0014003;GO:0006413;GO:0005085;GO:0001541;GO:0005525;GO:0009749;GO:0005524;GO:0005737;GO:0050790;GO:0006446;GO:0042552;GO:0003743;GO:0043434"
"EIF2B3","EIF2B3","EIF2B3","GO:0005829;GO:0005851;GO:0009408;GO:0043434;GO:0050790;GO:0006413;GO:0050852;GO:0014003;GO:0002183;GO:0032045;GO:0008135;GO:0005515;GO:0009749;GO:0005085;GO:0021766;GO:0003743;GO:0005737"
"EIF2B4","EIF2B4","EIF2B4","GO:0005515;GO:0005085;GO:0031369;GO:0003743;GO:0014003;GO:0050852;GO:0009749;GO:0042552;GO:0005829;GO:0043434;GO:0006417;GO:0050790;GO:0005737;GO:0001541;GO:0009408;GO:0005851;GO:0006413"
"EIF2B5","EIF2B5","EIF2B5","GO:0005515;GO:0005851;GO:0005085;GO:0034976;GO:0005829;GO:0042552;GO:0005634;GO:0009408;GO:0005737;GO:0001541;GO:0050852;GO:0048708;GO:0009749;GO:0014003;GO:0050790;GO:0043434;GO:0003743;GO:0031369;GO:0014002;GO:0045948;GO:0006413"
"EIF2D","EIF2D","EIF2D","GO:0003743;GO:0022627;GO:0075522;GO:0005829;GO:0038023;GO:0006886;GO:0001731;GO:0032790;GO:0005737;GO:0016604"
"EIF2S1","EIF2S1","EIF2S1","GO:0005515;GO:0005829;GO:0034198;GO:0005851;GO:0005850;GO:1905098;GO:0005844;GO:1990737;GO:0003743;GO:0045202;GO:0003723;GO:0034976;GO:0070062;GO:0034644;GO:0046777;GO:0010494;GO:0034599;GO:0036499;GO:0034605;GO:0032057;GO:0034063;GO:0033290;GO:0044207;GO:0055085;GO:0043022;GO:1901216;GO:0006413;GO:0043614;GO:0016020;GO:0005634;GO:2000676;GO:0007568;GO:0097451"
"EIF2S2","EIF2S2","EIF2S2","GO:0003723;GO:0005829;GO:0008135;GO:0005515;GO:0031369;GO:0001701;GO:0005634;GO:0001731;GO:0005850;GO:0002176;GO:0008584;GO:0046872;GO:0003743;GO:0001732;GO:0006413;GO:0003729;GO:0005737;GO:0055085"
"EIF2S3","EIF2S3","EIF2S3","GO:0005515;GO:0005829;GO:0003743;GO:0055085;GO:0005634;GO:0006413;GO:0045296;GO:0005525;GO:0001731;GO:0005737;GO:0070062;GO:0005850;GO:0003924;GO:0045903;GO:0008135;GO:0000049"
"EIF3A","EIF3A","EIF3A","GO:0005515;GO:0003723;GO:0005730;GO:0071541;GO:0005198;GO:0005829;GO:0043614;GO:0033290;GO:0030971;GO:0005654;GO:0016282;GO:0005852;GO:0005874;GO:0005737;GO:0006413;GO:0075522;GO:0016020;GO:0003743;GO:0075525;GO:0014069;GO:0002188;GO:0001732;GO:0071540;GO:0003729;GO:0070373"
"EIF3B","EIF3B","EIF3B","GO:0005515;GO:0003743;GO:0070062;GO:0003723;GO:0005829;GO:0005852;GO:0016282;GO:0001732;GO:0006413;GO:0031369;GO:0071541;GO:0075525;GO:0006446;GO:0033290;GO:0060090;GO:0075522;GO:0045202"
"LOC113998301","EIF3C","EIF3C_ah_2","GO:0003743;GO:0005515;GO:0005829;GO:0045727;GO:0006413;GO:0003723;GO:0005852;GO:0033290;GO:0031369;GO:0001732;GO:0043022;GO:0016282;GO:1902416"
"LOC113985040","EIF3C","EIF3C_ah_1","GO:0003743;GO:0005515;GO:0005829;GO:0045727;GO:0006413;GO:0003723;GO:0005852;GO:0033290;GO:0031369;GO:0001732;GO:0043022;GO:0016282;GO:1902416"
"EIF3D","EIF3D","EIF3D","GO:0005515;GO:0045727;GO:0006413;GO:0075522;GO:0003723;GO:0005829;GO:0003743;GO:0005852;GO:0075525;GO:0002191;GO:0016020;GO:1902416;GO:0098808;GO:0033290;GO:0016282;GO:0001732;GO:0071541"
"EIF3E","EIF3E","EIF3E","GO:0005852;GO:1902416;GO:0016282;GO:0005515;GO:0033290;GO:0006413;GO:0045296;GO:0005829;GO:0071540;GO:0000785;GO:0006446;GO:0005654;GO:0045947;GO:0003743;GO:0047485;GO:0001732;GO:0005634;GO:0005737;GO:0016020;GO:0016605;GO:0045727;GO:0070062;GO:0000184;GO:0003723"
"EIF3F","EIF3F","EIF3F","GO:0005515;GO:0016020;GO:0003743;GO:0018215;GO:0016579;GO:0005829;GO:0033290;GO:0006413;GO:0005852;GO:0031369;GO:0070122;GO:0016282;GO:0008234;GO:0075522;GO:0042802;GO:0004843;GO:0001732;GO:0101005;GO:0071541;GO:0008237"
"EIF3H","EIF3H","EIF3H","GO:0003743;GO:0006508;GO:0006446;GO:0005829;GO:0101005;GO:0006413;GO:0033290;GO:0016020;GO:0070122;GO:0032435;GO:0016282;GO:0070062;GO:0005852;GO:0005515;GO:0008237;GO:0018215;GO:0042788;GO:0001732;GO:0003723"
"EIF3I","EIF3I","EIF3I","GO:0003723;GO:0005515;GO:0003743;GO:0033290;GO:0005852;GO:0071541;GO:0001732;GO:0006413;GO:0016282;GO:0005829;GO:0002183;GO:0070062"
"EIF3J","EIF3J","EIF3J","GO:0016282;GO:0005515;GO:0006413;GO:0005852;GO:0033290;GO:0003743;GO:0005829;GO:0001732;GO:0042802"
"EIF3L","EIF3L","EIF3L","GO:0005515;GO:0005852;GO:0003743;GO:0005829;GO:0033290;GO:0006413;GO:0016020;GO:0016282;GO:0003723;GO:0001732;GO:0075525"
"EIF3M","EIF3M","EIF3M","GO:0005515;GO:0016032;GO:0005852;GO:0005829;GO:0006413;GO:0016282;GO:0071541;GO:0003743;GO:0033290;GO:0031369;GO:0002183;GO:0001732"
"LOC113996193","EIF4A1","EIF4A1","GO:0005515;GO:0002183;GO:0004386;GO:0003724;GO:0070062;GO:0005829;GO:0005634;GO:0003725;GO:0003723;GO:0016281;GO:0006413;GO:0016032;GO:0016020;GO:0005524;GO:0000339;GO:0003743;GO:0008135;GO:0005737;GO:0003729"
"EIF4A2","EIF4A2","EIF4A2","GO:0005515;GO:0003723;GO:0016032;GO:0005829;GO:0016887;GO:0003743;GO:0003724;GO:0048471;GO:0006413;GO:0005524;GO:0016281;GO:0004386;GO:1990830;GO:0006446;GO:1900260;GO:0002183"
"EIF4A3","EIF4A3","EIF4A3","GO:0071013;GO:0005515;GO:0005654;GO:0000398;GO:1904570;GO:0005829;GO:0071006;GO:0003723;GO:0003729;GO:0072715;GO:0098978;GO:0005524;GO:0005634;GO:0003724;GO:0031124;GO:0006405;GO:0045727;GO:0035613;GO:1904574;GO:0043025;GO:0045182;GO:0099578;GO:0006406;GO:0099524;GO:0000184;GO:0048701;GO:0014070;GO:0035368;GO:0035640;GO:0016020;GO:0005730;GO:0043021;GO:1990416;GO:0008143;GO:0035145;GO:0016607;GO:0008306;GO:0090394;GO:0030425;GO:0017148;GO:0006364;GO:0005737"
"EIF4B","EIF4B","EIF4B","GO:0005515;GO:0034057;GO:0097010;GO:0005829;GO:0003743;GO:0016281;GO:0003723;GO:0033592;GO:0001731;GO:0043024;GO:0006413;GO:0006446"
"EIF4E","EIF4E","EIF4E","GO:0003743;GO:0005515;GO:0005829;GO:0000932;GO:0005737;GO:0016281;GO:0017148;GO:0016442;GO:0098978;GO:0001662;GO:0070491;GO:0000339;GO:0010507;GO:0045931;GO:0099524;GO:0005634;GO:0033391;GO:0030324;GO:0010494;GO:0019827;GO:0019899;GO:0031370;GO:0070062;GO:0003723;GO:0006413;GO:0048471;GO:0071549;GO:0000082;GO:0045665;GO:0099578;GO:0006417;GO:0000340;GO:0006405;GO:0036464;GO:0016032;GO:0006406;GO:0005845"
"EIF4E3","EIF4E","EIF4E_pp_1","GO:0003743;GO:0005515;GO:0005829;GO:0000932;GO:0005737;GO:0016281;GO:0017148;GO:0016442;GO:0098978;GO:0001662;GO:0070491;GO:0000339;GO:0010507;GO:0045931;GO:0099524;GO:0005634;GO:0033391;GO:0030324;GO:0010494;GO:0019827;GO:0019899;GO:0031370;GO:0070062;GO:0003723;GO:0006413;GO:0048471;GO:0071549;GO:0000082;GO:0045665;GO:0099578;GO:0006417;GO:0000340;GO:0006405;GO:0036464;GO:0016032;GO:0006406;GO:0005845"
"EIF4E1B","EIF4E1B","EIF4E1B","GO:0003743;GO:0016281;GO:0006417;GO:0006413;GO:0005515;GO:0000340;GO:0005845"
"EIF4E2","EIF4E2","EIF4E2","GO:0000339;GO:0005515;GO:0031047;GO:0031625;GO:0005737;GO:0000340;GO:0003723;GO:0003743;GO:0006413;GO:0008135;GO:0000932;GO:0017148;GO:1905618;GO:0005829;GO:0005845;GO:0016281"
"EIF4EBP1","EIF4EBP1","EIF4EBP1","GO:0005634;GO:0071456;GO:0005829;GO:0005515;GO:0045471;GO:1990928;GO:0031333;GO:0031929;GO:0098978;GO:0000082;GO:0045931;GO:0032991;GO:0099524;GO:0045947;GO:0051721;GO:0008190;GO:0005737;GO:0030371;GO:0002931;GO:0030324"
"EIF4EBP2","EIF4EBP2","EIF4EBP2","GO:0008190;GO:0031929;GO:0005515;GO:0045947;GO:0035176;GO:0050804;GO:0048167;GO:0006412;GO:0019933;GO:0005737;GO:0007613;GO:0030371;GO:0098794;GO:0008286"
"EIF4ENIF1","EIF4ENIF1","EIF4ENIF1","GO:0005515;GO:0005737;GO:0060213;GO:0017148;GO:0106289;GO:1905618;GO:0051168;GO:0031047;GO:0003723;GO:0048255;GO:0043231;GO:0003729;GO:0000932;GO:0019900;GO:0005634;GO:0045665;GO:0016607;GO:0033962;GO:0005049;GO:0019827;GO:0016020;GO:0016605;GO:0006606;GO:0005829"
"LOC114003727","EIF4G1","EIF4G1_ah_1","GO:1905618;GO:0005515;GO:0003729;GO:1901215;GO:1905612;GO:0003743;GO:1905696;GO:0005737;GO:0005829;GO:0000184;GO:0005524;GO:0001662;GO:0005634;GO:1905537;GO:1905606;GO:0003723;GO:0002191;GO:0045666;GO:0016281;GO:0032270;GO:0006446;GO:0043488;GO:0031369;GO:0042802;GO:0006412;GO:0005844;GO:0033138;GO:0097009;GO:0080135;GO:0008135;GO:0060964;GO:1900087;GO:0006413;GO:0032502;GO:0030307;GO:0016020;GO:0010942;GO:0010801;GO:0034645;GO:0016032;GO:0010507;GO:0010494;GO:0060090;GO:0008190;GO:0031669;GO:0036493"
"LOC113983589","EIF4G1","EIF4G1_ah_2","GO:1905618;GO:0005515;GO:0003729;GO:1901215;GO:1905612;GO:0003743;GO:1905696;GO:0005737;GO:0005829;GO:0000184;GO:0005524;GO:0001662;GO:0005634;GO:1905537;GO:1905606;GO:0003723;GO:0002191;GO:0045666;GO:0016281;GO:0032270;GO:0006446;GO:0043488;GO:0031369;GO:0042802;GO:0006412;GO:0005844;GO:0033138;GO:0097009;GO:0080135;GO:0008135;GO:0060964;GO:1900087;GO:0006413;GO:0032502;GO:0030307;GO:0016020;GO:0010942;GO:0010801;GO:0034645;GO:0016032;GO:0010507;GO:0010494;GO:0060090;GO:0008190;GO:0031669;GO:0036493"
"EIF4G2","EIF4G2","EIF4G2","GO:0005912;GO:0045773;GO:0008219;GO:0005515;GO:0003729;GO:0006446;GO:0030424;GO:0045727;GO:0060999;GO:0005829;GO:0010507;GO:0016281;GO:0007507;GO:0034645;GO:0008135;GO:0003743;GO:0003723;GO:0030307;GO:0016020;GO:0006413;GO:0007050;GO:0045296"
"EIF4G3","EIF4G3","EIF4G3","GO:0003723;GO:0008135;GO:0005829;GO:0006413;GO:0016281;GO:0003743;GO:0003729;GO:0006446;GO:0010507;GO:0000339"
"EIF4H","EIF4H","EIF4H","GO:0005515;GO:0003723;GO:0005829;GO:0048589;GO:0006413;GO:0003743;GO:0097010;GO:0033592;GO:0016032;GO:0043024;GO:0001731;GO:0019953;GO:0006446;GO:0048471;GO:0045296;GO:0016020;GO:0016281;GO:0034057;GO:0008135"
"EIF5","EIF5","EIF5","GO:0090630;GO:0005829;GO:0045296;GO:0005515;GO:0005092;GO:0003723;GO:0005737;GO:0005634;GO:0001732;GO:0006446;GO:0001731;GO:0003743;GO:0005886;GO:0005525;GO:0071074"
"EIF5A2","EIF5A","EIF5A","GO:0005737;GO:0005515;GO:0005829;GO:0005634;GO:0045905;GO:0005643;GO:0047485;GO:0016020;GO:0003746;GO:0005789;GO:0003723;GO:0006913;GO:0017070;GO:0006414;GO:0008284;GO:0043022;GO:0006915;GO:0045901;GO:0006611;GO:0006406;GO:0005642"
"EIF5B","EIF5B","EIF5B","GO:0003723;GO:0003743;GO:0006446;GO:0005829;GO:0006413;GO:0005515;GO:0005525;GO:0005737;GO:0005634;GO:0046872;GO:0003924"
"EIF6","EIF6","EIF6","GO:0005634;GO:0005829;GO:0005515;GO:0005730;GO:0000460;GO:0042304;GO:0005638;GO:0000470;GO:0030687;GO:0003743;GO:0005654;GO:0006110;GO:0032868;GO:0045727;GO:0043023;GO:0043022;GO:0000054;GO:0006413;GO:1902626;GO:0035278;GO:0045652;GO:0035195;GO:0005737;GO:0070062;GO:2000377;GO:0042256"
"EIPR1","EIPR1","EIPR1","GO:0050796;GO:2001137;GO:1905281;GO:0005802;GO:0032456;GO:0005515;GO:0000938;GO:1990745;GO:0016567"
"ELAC1","ELAC1","ELAC1","GO:0034414;GO:0005829;GO:0005654;GO:0046872;GO:0005634;GO:0042781"
"LOC113989604","ELAC2","ELAC2_pp_1","GO:0042780;GO:0004549;GO:0003723;GO:0046872;GO:0005654;GO:0072684;GO:0005759;GO:0005634;GO:0042781;GO:0090646;GO:0005739;GO:0042645"
"ELAC2","ELAC2","ELAC2","GO:0042780;GO:0004549;GO:0003723;GO:0046872;GO:0005654;GO:0072684;GO:0005759;GO:0005634;GO:0042781;GO:0090646;GO:0005739;GO:0042645"
"ELAVL1","ELAVL1","ELAVL1","GO:0005515;GO:0003725;GO:0005737;GO:0005654;GO:0051260;GO:0003729;GO:0035925;GO:0000398;GO:0005829;GO:0003723;GO:0006606;GO:0005634;GO:0005783;GO:0010494;GO:0016441;GO:0070935;GO:0003730;GO:1990904;GO:0019901;GO:0016020;GO:0048255;GO:0035198;GO:0060965;GO:0098794;GO:0098978;GO:0043488;GO:0045727;GO:2000036;GO:0042803"
"ELAVL2","ELAVL2","ELAVL2","GO:0005654;GO:0005515;GO:0003723;GO:0006355;GO:0000398;GO:1990904;GO:0003730"
"ELAVL4","ELAVL4","ELAVL4","GO:0006396;GO:0035925;GO:0097158;GO:0030425;GO:1905870;GO:0008380;GO:0003730;GO:0008143;GO:0070935;GO:0006397;GO:0043204;GO:1990904;GO:0030426;GO:0005737;GO:0030424"
"ELF1","ELF1","ELF1","GO:0000978;GO:0005654;GO:0000785;GO:0030154;GO:0000981;GO:0005515;GO:0005634;GO:0050855;GO:0045944;GO:0045893;GO:1990837;GO:0001959;GO:0006357;GO:0003700;GO:0001228"
"ELF2","ELF2","ELF2","GO:0005829;GO:0000981;GO:0005654;GO:0005515;GO:0016604;GO:0050855;GO:0045893;GO:1990837;GO:0006357;GO:0000785;GO:0030154;GO:0005634"
"ELF3","ELF3","ELF3","GO:0005515;GO:0000785;GO:0005829;GO:0045892;GO:0005634;GO:0005794;GO:0001228;GO:0030154;GO:0001824;GO:0006357;GO:0005654;GO:0006366;GO:0060056;GO:0000981;GO:0003700;GO:0030855;GO:0006954;GO:1990837;GO:0045944;GO:0000978;GO:0030198;GO:0045747"
"ELF5","ELF5","ELF5","GO:0006357;GO:0005634;GO:1990837;GO:0030154;GO:0000785;GO:0000981;GO:0005515"
"ELFN1","ELFN1","ELFN1","GO:0031012;GO:0016021;GO:0032515;GO:0005615;GO:0030425;GO:0050808;GO:0010923;GO:0060076;GO:0004864"
"ELFN2","ELFN2","ELFN2","GO:0010923;GO:0032515;GO:0005615;GO:0031012;GO:0016021;GO:0004864"
"ELK3","ELK3","ELK3","GO:0005515;GO:0005739;GO:0001525;GO:1990837;GO:0045944;GO:0005654;GO:0032422;GO:0000981;GO:0000122;GO:0005634;GO:0001228;GO:0000785;GO:0042060;GO:0030154;GO:0007165;GO:0003700;GO:0045892;GO:0000978;GO:0006357;GO:0001227"
"ELK4","ELK4","ELK4","GO:0070932;GO:0000981;GO:0003682;GO:0005515;GO:1990837;GO:0001228;GO:0005654;GO:0000978;GO:0000785;GO:0006357;GO:0030154;GO:0003677;GO:0000122;GO:0003700;GO:0005634;GO:0045944;GO:0005829"
"ELL","ELL","ELL","GO:0005829;GO:0005654;GO:0006366;GO:0005515;GO:0008023;GO:0001701;GO:0006368;GO:0010923;GO:0032968;GO:0016607;GO:0035363;GO:0019902;GO:0015030;GO:0042795;GO:0035327;GO:0042796;GO:0032786;GO:0016604;GO:0045945"
